Word,Season #,Episode #,Ep name,Speaker,Sentence,Sort order,Episode ID,Count words,Locked
Oh,1,1,Pilot script,SB,Oh? What’s that rumor?,2646,s1e1,4,FALSE
So,1,1,Pilot script,BA1,"So silly, so outlandish.",2650,s1e1,4,FALSE
Go,1,1,Pilot script,SB,Go on.,2654,s1e1,2,FALSE
The,1,1,Pilot script,BA1,The rumor is that you left your wife and children--,2656,s1e1,10,FALSE
Ah,1,1,Pilot script,SB,Ah.,2666,s1e1,1,FALSE
upended,1,1,Pilot script,BA1,--upended your entire comfortable life--,2667,s1e1,5,FALSE
Which,1,1,Pilot script,MA,Which is your favorite of all the horses?,2672,s1e1,8,FALSE
Halifax,1,1,Pilot script,AL,Halifax. Very pretty and very fast.,2680,s1e1,6,FALSE
Yes,1,1,Pilot script,MA,"Yes, he's wonderful--",2686,s1e1,3,FALSE
I,1,1,Pilot script,SB,I like Arthur. He has kind eyes.,2689,s1e1,7,FALSE
Ma,1,1,Pilot script,MA,And which is your favorite pig?,2696,s1e1,7,FALSE
to,1,1,Pilot script,BA1,--to become a pirate!,2703,s1e1,4,FALSE
Oh,1,1,Pilot script,SB,Oh. I mean... It’s true.,2707,s1e1,5,FALSE
No,1,1,Pilot script,BA1,"No! You can't--! Oh baby Bonnet, you do tickle me!",2712,s1e1,10,FALSE
Oh,1,1,Pilot script,Hostage,"Oh, look at this! Is this a pillow case?",2722,s1e1,9,FALSE
What,1,1,Pilot script,WE,What on earth is that?,2731,s1e1,5,FALSE
Just,1,1,Pilot script,BP,Just a flag. From some pirates we met. And killed.,2736,s1e1,10,FALSE
Why's,1,1,Pilot script,OS,Why’s one skull eating the other?,2746,s1e1,6,FALSE
Were,1,1,Pilot script,Hostage,Were they c-- cannibals?,2752,s1e1,3,FALSE
Who,1,1,Pilot script,BP,"Who can say? All I know is, I wouldn't mess with those guys. They were super tough. With a flag like that? Please.",2755,s1e1,23,FALSE
And,1,1,Pilot script,Hostage,And this?,2778,s1e1,2,FALSE
Pirates,1,1,Pilot script,OS,Pirates as well?,2780,s1e1,3,FALSE
Oh,1,1,Pilot script,SW,Oh yeah. Those guys were even tougher.,2783,s1e1,7,FALSE
No,1,1,Pilot script,BP,"No, they weren’t. Doesn’t even make sense.",2790,s1e1,7,FALSE
He's,1,1,Pilot script,SW,He’s holding his own head. That’s terrifying.,2797,s1e1,7,FALSE
Skulls,1,1,Pilot script,Hostage,Skulls!,2804,s1e1,1,FALSE
More,1,1,Pilot script,OS,More skulls!,2805,s1e1,2,FALSE
This,1,1,Pilot script,Hostage,This one's vomiting buttons onto a skeleton!,2807,s1e1,7,FALSE
No,1,1,Pilot script,OS,No more buttons!,2814,s1e1,3,FALSE
Ahhh,1,1,Pilot script,Hostage,Ahhh!!!,2817,s1e1,1,FALSE
Ah,1,1,Pilot script,BA1,"Ah, I'm crying! Ah, sorry, I’m sorry...",2818,s1e1,7,FALSE
It's,1,1,Pilot script,SB,It’s not that ridiculous.,2825,s1e1,4,FALSE
Oh,1,1,Pilot script,BA1,"Oh, it is! Oh, it is. Baby Bonnet became a big bad pirate! You were so fat and soft and weak!",2829,s1e1,21,FALSE
I,1,1,Pilot script,SB,I thought I was slender.,2850,s1e1,5,FALSE
No,1,1,Pilot script,BA1,"No, no, no no. I recall you were a plumper. And you cried all the time and liked to pick flowers.",2855,s1e1,21,FALSE
A,1,1,Pilot script,SB,A little bit.,2876,s1e1,3,FALSE
Get,1,1,Pilot script,Hostage,Get ready! Meow! Hiss!,2879,s1e1,4,FALSE
Truly,1,1,Pilot script,WE,"Truly, you’ve tangled with some fearsome outlaws.",2883,s1e1,7,FALSE
Actually,1,1,Pilot script,FR,"Actually, everyone knows cats are very evil because they steal children’s breath.",2890,s1e1,12,FALSE
Enough,1,1,Pilot script,WE,"Enough interruptions, slave! Your captain may suffer uppity behavior, but not me--",2902,s1e1,12,FALSE
OH,1,1,Pilot script,WE,OH MY GOD!,2914,s1e1,3,FALSE
FUCK,1,1,Pilot script,BP,FUCK IT!,2917,s1e1,2,FALSE
Did,1,1,Pilot script,BA1,Did you hear that?,2919,s1e1,4,FALSE
Ah,1,1,Pilot script,SB,"Ah, no. I didn't hear anything.",2923,s1e1,6,FALSE
We're,1,1,Pilot script,BA1,We’re under attack.,2929,s1e1,3,FALSE
Just,1,1,Pilot script,SB,"Just wait, it might blow over...",2932,s1e1,6,FALSE
Still,1,1,Pilot script,BA1,Still a coward. Pathetic.,2938,s1e1,4,FALSE
Pathetic,1,1,Pilot script,FBO,Pathetic!,2942,s1e1,1,FALSE
Hello,1,1,Pilot script,SB,Hello? Excuse me? Hey guys? I need a hand with something? In my room? Quickly! Please!,2943,s1e1,16,FALSE
I,1,1,Pilot script,SB,I used the stun move...,2959,s1e1,5,FALSE
Yeah,1,1,Pilot script,LS,"Yeah, no, he... he looks pretty stunned.",2964,s1e1,7,FALSE
Oh,1,1,Pilot script,SB,Oh... Oh my god. Oh my god! It was just an accident. This is not happening. No... No!,2971,s1e1,18,FALSE
Hey,1,1,Pilot script,OL,Hey! Hey hey hey! This is happening! Okay? Do you want to live?,2989,s1e1,13,FALSE
That's,1,1,Pilot script,SB,That’s a tough question.,3002,s1e1,4,TRUE
I,1,1,Pilot script,OL,I said do you want to live?!,3006,s1e1,7,TRUE
I,1,1,Pilot script,SB,I think so! Probably!,3013,s1e1,4,TRUE
Well,1,1,Pilot script,OL,"Well, pull yourself together, then. Yeah? Because everyone up there wants you dead!",3017,s1e1,13,FALSE
It's,1,1,Pilot script,LS,It’s true.,3030,s1e1,2,FALSE
Now,1,1,Pilot script,OL,"Now, do you want the respect of your crew?",3032,s1e1,9,FALSE
That'd,1,1,Pilot script,SB,That’d be nice.,3041,s1e1,3,FALSE
Then,1,1,Pilot script,OL,Then this was no accident. Okay? You did this intentionally. On purpose.,3044,s1e1,12,FALSE
On,1,1,Pilot script,SB,On purpose!,3056,s1e1,2,FALSE
Uh,1,1,Pilot script,SB,Uh... I did this. On purpose.,3058,s1e1,6,FALSE
Stabbed,1,1,Pilot script,SW,Stabbed him right in the face...,3064,s1e1,6,FALSE
Respect,1,1,Pilot script,WJ,Respect.,3070,s1e1,1,FALSE
You'll,1,1,Pilot script,WE,"You’ll never leave here alive, pirate scum!",3071,s1e1,7,FALSE
Ah-bah-bah,1,1,Pilot script,FR,"Ah-bah-bah! What now, Captain? Throw him overboard?",3078,s1e1,7,FALSE
No,1,1,Pilot script,SB,No. Get some rope.,3085,s1e1,4,FALSE
They're,1,1,Pilot script,ENGLISH SOLDIER,They’re leaving. Where’s Captain?,3089,s1e1,4,FALSE
There,1,1,Pilot script,ENGLISH SOLDIER,There he is.,3093,s1e1,3,FALSE
D'you,1,1,Pilot script,WJ,D'you know how hard it is to drive a sword through someone’s skull?,3096,s1e1,13,FALSE
Heh,1,1,Pilot script,RO,Heh. It’s always the quiet ones.,3109,s1e1,6,FALSE
I,1,1,Pilot script,FR,I thought that was fairly badass.,3115,s1e1,6,FALSE
you've,1,1,Pilot script,SW,"You've got to admit, he pulled it off.",3121,s1e1,8,FALSE
Pulled,1,1,Pilot script,BP,Pulled what off? Making us dress up like a bunch of fancy boys?,3129,s1e1,13,FALSE
Eh,1,1,Pilot script,RO,"Eh, come on. At least we got some hostages, eh?",3142,s1e1,10,FALSE
Won't,1,1,Pilot script,WJ,Won’t hurt to give him another day. We can always kill him the day after.,3152,s1e1,15,FALSE
He's,1,1,Pilot script,LS,He’s a terrible captain.,3167,s1e1,4,FALSE
We're,1,1,Pilot script,OL,"We’re not exactly the best crew, though, are we?",3171,s1e1,9,FALSE
Besides,1,1,Pilot script,OL,"Besides, as long as he’s around, we’re gonna be paid, fed, and we don’t have to work too hard.",3180,s1e1,19,FALSE
He'll,1,1,Pilot script,OL,"He’ll be dead soon, might as well enjoy it while it lasts. Or would you rather to be captained by that?",3199,s1e1,21,FALSE
Eugh,1,1,Pilot script,LS,Eugh.,3220,s1e1,1,FALSE
Exactly,1,1,Pilot script,OL,Exactly.,3221,s1e1,1,FALSE
My,1,1,Pilot script,SB,"My family’s here, now. At sea.",3222,s1e1,6,FALSE
His,1,1,Pilot script,SB,"His wish had come true. At long last, he’d become a real boy.",3228,s1e1,13,FALSE
The,1,1,Pilot script,SB,"The wooden puppet looked down at his legs, his hands, his feet. Whatever would he tell the woodsman when he came ‘round for breakfast?",3241,s1e1,24,FALSE
Stupid,1,1,Pilot script,WJ,Stupid puppet pulled it off.,3265,s1e1,5,FALSE
Jim,1,1,Pilot script,OL,"Jim? Brought some dinner. Oye, traje comida.",3270,s1e1,7,FALSE
Good,1,1,Pilot script,JI,"Good thing, I was starving.",3277,s1e1,5,FALSE
Morning,1,1,Pilot script,SB,"“Morning Mr. Woodsman,” said the wooden boy. “Don’t panic, I can explain everything!”",3282,s1e1,13,FALSE
Right,1,1,Pilot script,SB,Right. Lights out!,3295,s1e1,3,FALSE
couldn't,1,1,Pilot script,WJ,Couldn't we just have one more?,3298,s1e1,6,FALSE
I,1,1,Pilot script,SB,"I know you love it., but you've got a big day tomorrow, okay? Night-night.",3304,s1e1,14,TRUE
Someday,1,2,A Damned Man,PR,"Someday soon, France will rule the globe.",3318,s1e2,7,FALSE
Obviously,1,2,A Damned Man,PR,Obviously,3325,s1e2,1,FALSE
Finally,1,2,A Damned Man,PR,Finally... the entire world will have access to good bread. Really good bread.,3326,s1e2,13,FALSE
Hang,1,2,A Damned Man,PR,"Hang on, what's this?",3339,s1e2,4,FALSE
But,1,2,A Damned Man,BP,But it was too late.,3343,s1e2,5,FALSE
Blackbeard,1,2,A Damned Man,PR,Blackbeard!,3348,s1e2,1,FALSE
Blackbeard,1,2,A Damned Man,BP,Blackbeard was upon 'em.,3349,s1e2,4,FALSE
Whoa,1,2,A Damned Man,SB,Whoa!,3353,s1e2,1,FALSE
History's,1,2,A Damned Man,BP,History's greatest pirate... and my former boss.,3354,s1e2,7,FALSE
No,1,2,A Damned Man,PR,"No, no, no, no.",3361,s1e2,4,FALSE
Look,1,2,A Damned Man,BB,Look into the eyes of Blackbeard.,3365,s1e2,6,FALSE
Wait,1,2,A Damned Man,SB,"Wait, wait, so you're saying Blackbeard's head... is made of smoke?",3371,s1e2,11,FALSE
When,1,2,A Damned Man,BP,When he needs it to be.,3382,s1e2,6,FALSE
Wow,1,2,A Damned Man,SB,Wow. And his eyes glow?,3388,s1e2,5,FALSE
Yes,1,2,A Damned Man,BP,Yes.,3393,s1e2,1,FALSE
But,1,2,A Damned Man,SB,But do his eyes also float? 'Cause his head is smoke.,3394,s1e2,11,FALSE
never,1,2,A Damned Man,BP,never said that they floated.,3405,s1e2,5,FALSE
And,1,2,A Damned Man,SB,And how big are they?,3410,s1e2,5,FALSE
Uh,1,2,A Damned Man,BP,"Uh, they're just regular eyes, but, uh...",3415,s1e2,7,FALSE
You,1,2,A Damned Man,SB,You guys getting this?,3422,s1e2,4,FALSE
Mmm,1,2,A Damned Man,ALL,Mmm.,3426,s1e2,1,FALSE
Wow,1,2,A Damned Man,SB,Wow.,3427,s1e2,1,FALSE
Anyway,1,2,A Damned Man,BP,Anyway... that's when I leapt into action.,3428,s1e2,7,FALSE
Ahh,1,2,A Damned Man,PR,Ahh!,3435,s1e2,1,FALSE
And,1,2,A Damned Man,BP,"And then, Blackbeard was like...",3436,s1e2,5,FALSE
You,1,2,A Damned Man,BB,"You saved my hide, Pete. I am forever in your debt.",3441,s1e2,11,FALSE
Just,1,2,A Damned Man,BP,"Just happy to be on the team, Blackbeard.",3452,s1e2,8,FALSE
From,1,2,A Damned Man,BP,"From this day onward, you'll be known as the Dread Black Pete, my right-hand man.",3460,s1e2,15,FALSE
Oh,1,2,A Damned Man,SB,"Oh, wow, imagine that.",3475,s1e2,4,FALSE
I,1,2,A Damned Man,BU,I was with him until the flip.,3479,s1e2,7,FALSE
We're,1,2,A Damned Man,RO,We're not calling you the Dread Black Pete.,3486,s1e2,8,FALSE
Wait,1,2,A Damned Man,OL,Wait... who's steering the ship?,3494,s1e2,5,FALSE
Did,1,2,A Damned Man,SB,Did it move?,3499,s1e2,3,FALSE
No,1,2,A Damned Man,BU,"No, Cap'n.",3502,s1e2,2,FALSE
Ugh,1,2,A Damned Man,SB,"Ugh, really? Not even a little?",3504,s1e2,6,FALSE
We,1,2,A Damned Man,BU,"We may need to start eatin' some of the crew. I recommend we start with Lucius. He's young and succulent, huh?",3510,s1e2,21,FALSE
What,1,2,A Damned Man,SB,What?! Buttons... we've just run aground. Happens to everyone. We don't need to start eating each other.,3531,s1e2,17,FALSE
Aye,1,2,A Damned Man,BU,"Aye, no, no, of course not. Not until... absolutely necessary.",3548,s1e2,10,FALSE
It,1,2,A Damned Man,SB,It won't be necessary.,3558,s1e2,4,FALSE
won't,1,2,A Damned Man,BU,Won't be necessary.,3562,s1e2,3,FALSE
No,1,2,A Damned Man,SB,No.,3565,s1e2,1,FALSE
Until,1,2,A Damned Man,BU,Until it's absolutely necessary.,3566,s1e2,4,FALSE
Which,1,2,A Damned Man,SB,Which it won't be.,3570,s1e2,4,FALSE
No,1,2,A Damned Man,BU,No.,3574,s1e2,1,FALSE
Please,1,2,A Damned Man,SB,"Please, assemble the crew. We'll figure it out.",3575,s1e2,8,FALSE
All,1,2,A Damned Man,BU,"All right, Cap'n.",3583,s1e2,3,FALSE
Ooh,1,2,A Damned Man,SB,Ooh... Please move.,3586,s1e2,3,FALSE
Bolloxed,1,2,A Damned Man,BA1,"Bolloxed this one up well and good, eh, Baby Bonnet?",3589,s1e2,10,FALSE
You're,1,2,A Damned Man,SB,"You're dead, and I'm not listening.",3599,s1e2,6,FALSE
Little,1,2,A Damned Man,BA1,Little Baby Bonnet broke his little baby boat on the big bad beach. Fat-ass.,3605,s1e2,14,FALSE
What,1,2,A Damned Man,SB,What?! I'm not even fat.,3619,s1e2,5,FALSE
Fat,1,2,A Damned Man,BA1,"Fat, fat, fatty, fatty, fat with your stupid, fat face, and your oily, fat head.",3624,s1e2,15,FALSE
Well,1,2,A Damned Man,SB,"Well, at least I'm alive.",3639,s1e2,5,FALSE
You're,1,2,A Damned Man,BA1,You're a child with a toy. Who's now a murderer. Murdering little...,3644,s1e2,12,FALSE
Enough,1,2,A Damned Man,SB,"Enough! As many of you have noticed, we have run aground... a little bit.",3656,s1e2,14,FALSE
Are,1,2,A Damned Man,WJ,Are we gonna have to eat each other?,3670,s1e2,8,FALSE
Most,1,2,A Damned Man,BU,"Most likely, aye.",3678,s1e2,3,FALSE
No,1,2,A Damned Man,SB,"No, no, we have plenty of food.",3681,s1e2,7,FALSE
For,1,2,A Damned Man,BU,For now.,3688,s1e2,2,FALSE
For,1,2,A Damned Man,SB,"For weeks. We can eat for weeks, so there's no need to eat each other. I'd like to view this as a holiday of sorts. You know, a vacation.",3690,s1e2,29,FALSE
What,1,2,A Damned Man,WJ,What the hell's a vacation?,3719,s1e2,5,FALSE
Oh,1,2,A Damned Man,SB,"Oh, well, it's a, it's a period of leisure. Your time is yours to do with as you please. Perhaps, there's a hobby you enjoy.",3724,s1e2,25,FALSE
Or,1,2,A Damned Man,SB,Or maybe you do nothing at all. The point is to rest our bodies... as well as our minds.,3749,s1e2,19,FALSE
What,1,2,A Damned Man,SW,What is the punishment if we don't?,3768,s1e2,7,FALSE
No,1,2,A Damned Man,SB,"No, there's no punish...Look, there's literally no way to mess this up. Just hit the beach, rest, and have fun.",3775,s1e2,21,FALSE
Okay,1,2,A Damned Man,LS,Okay.,3796,s1e2,1,FALSE
Can,1,2,A Damned Man,RO,Can my vacation be torturing the hostages?,3797,s1e2,7,FALSE
I,1,2,A Damned Man,SB,I was thinking more along the lines of relaxing activities.,3804,s1e2,10,FALSE
Oh,1,2,A Damned Man,RO,"Oh, I do find torturing hostages relaxing. Particularly this lot.I'll just take them to the brink of death. I won't go all the way.",3814,s1e2,25,FALSE
Let's,1,2,A Damned Man,SB,Let's say no to torture. I think. For now. I think perhaps take them for a walk? Air them out. They are smelling a bit. Not your fault.,3839,s1e2,28,FALSE
Why,1,2,A Damned Man,BP,"Why not... uh, bake 'em a pie, and, and give 'em back rubs?",3867,s1e2,13,FALSE
Oh,1,2,A Damned Man,SB,"Oh, is that what Blackbeard would do?",3880,s1e2,7,FALSE
No,1,2,A Damned Man,BP,No! He'd stick hot pokers up their assholes!,3887,s1e2,8,FALSE
Ooh,1,2,A Damned Man,SB,Ooh!,3895,s1e2,1,FALSE
oh,1,2,A Damned Man,RO,"oh, yeah, yeah.",3896,s1e2,3,FALSE
Right,1,2,A Damned Man,SB,"Right, just the walk. Thank you, though. Have fun!",3899,s1e2,9,FALSE
Yeah,1,2,A Damned Man,RO,"Yeah, go!",3908,s1e2,2,FALSE
Oh,1,2,A Damned Man,SB,"Oh, Oluwande, Jim. Can I have a word? I'm having a bit of a hard time adjusting to being a mur... a mur...",3910,s1e2,23,FALSE
Spit,1,2,A Damned Man,BA1,"Spit it out, you stuttering imbecile.",3933,s1e2,6,FALSE
Mur-der-er,1,2,A Damned Man,SB,Mur-der-er. A murderer.,3939,s1e2,3,FALSE
Eh,1,2,A Damned Man,OL,"Eh? You're not really a murderer though, are you? I mean, you was, you was sort of... around when he died.",3942,s1e2,21,FALSE
No,1,2,A Damned Man,SB,"No, no, you're right to protect me. But I callously and wantonly took a man's life. And now I have to live with it. But how does one... move past such a thing? What's he saying?",3963,s1e2,36,FALSE
He,1,2,A Damned Man,OL,"He says you don't... You know, when you kill, y-you die as well.",3999,s1e2,13,FALSE
Good,1,2,A Damned Man,SW,Good one.,4012,s1e2,2,FALSE
Hey,1,2,A Damned Man,SB,"Hey, guys! What on Earth are you doing?",4014,s1e2,8,FALSE
We're,1,2,A Damned Man,SW,We're doing vacations.,4022,s1e2,3,FALSE
We're,1,2,A Damned Man,WJ,We're unwinding.,4025,s1e2,2,FALSE
That,1,2,A Damned Man,SB,That is not what I was talking about!,4027,s1e2,8,FALSE
Right,1,2,A Damned Man,OL,Right. What are we doin' then? Should we hit the beach?,4035,s1e2,11,FALSE
Eh,1,2,A Damned Man,JI,"Eh, I have a wax nose and a fake beard, so, uh, that'll kinda be like torture.",4046,s1e2,17,FALSE
Yeah,1,2,A Damned Man,OL,Yeah.,4063,s1e2,1,FALSE
I'd,1,2,A Damned Man,JI,I'd absolutely murder someone for a bath. I am starting to smell like the rest of you.,4064,s1e2,17,TRUE
Oh,1,2,A Damned Man,OL,"Oh, Captain has a tub. If you want, I can, I can watch. Um, keep watch like by the door.",4081,s1e2,20,FALSE
No,1,2,A Damned Man,JI,"No, I, yeah, I, I know.",4101,s1e2,6,FALSE
So,1,2,A Damned Man,OL,So no one comes in.,4107,s1e2,5,FALSE
know,1,2,A Damned Man,JI,know what you meant.,4112,s1e2,4,FALSE
I,1,2,A Damned Man,OL,"I, I, I, yeah. Mm-hm.",4116,s1e2,5,FALSE
Yeah,1,2,A Damned Man,JI,Yeah. Um... maybe we do our own things today?,4121,s1e2,9,FALSE
Yep,1,2,A Damned Man,OL,Yep.,4130,s1e2,1,FALSE
Yep,1,2,A Damned Man,JI,"Yep, cool. Sweet.",4131,s1e2,3,FALSE
Let's,1,2,A Damned Man,OL,"Let's do that. Um, um, yeah. fսck off.",4134,s1e2,8,FALSE
Okay,1,2,A Damned Man,SB,"Okay, come on. Let's try a more calm activity. Like lying flat on the beach in the sun.",4142,s1e2,18,FALSE
Or,1,2,A Damned Man,WJ,"Or, maybe I'll go and check the gunpowder?",4160,s1e2,8,FALSE
Or,1,2,A Damned Man,SB,"Or, Wee John, you can just leave the gunpowder alone for today.",4168,s1e2,12,FALSE
Eh,1,2,A Damned Man,WJ,"Eh, I'm gonna go check it.",4180,s1e2,6,FALSE
Captain,1,2,A Damned Man,RO,Captain!,4186,s1e2,1,FALSE
Roach,1,2,A Damned Man,SB,Roach.,4187,s1e2,1,FALSE
Need,1,2,A Damned Man,RO,Need some clarification. Are the hostages also on vacation?,4188,s1e2,9,FALSE
They,1,2,A Damned Man,SB,They wish! No. Prisoners don't get vacation.,4197,s1e2,7,FALSE
So,1,2,A Damned Man,RO,"So, they can't do whatever they want then?",4204,s1e2,8,FALSE
No,1,2,A Damned Man,SB,"No, no, no, no.",4212,s1e2,4,FALSE
Ah,1,2,A Damned Man,RO,Ah.,4216,s1e2,1,FALSE
Roach,1,2,A Damned Man,SB,Roach... where are the hostages right now?,4217,s1e2,7,FALSE
They,1,2,A Damned Man,RO,"They requested to take a pee, in private.",4224,s1e2,8,FALSE
Pathetic,1,2,A Damned Man,BA1,Pathetic.,4232,s1e2,1,FALSE
I'm,1,2,A Damned Man,SB,I'm forming a small search party to retrieve the hostages from their pee. Oluwande has agreed to join me. And I need one more volunteer. Black Pete? Having Blackbeard's former right-hand man along would be a tremendous asset.,4233,s1e2,38,FALSE
Yeah,1,2,A Damned Man,RO,"Yeah, right.",4271,s1e2,2,FALSE
can't,1,2,A Damned Man,BP,Can't argue with that. All right. This way.,4273,s1e2,8,FALSE
Blackbeard's,1,2,A Damned Man,SB,"Blackbeard's murdered quite a few individuals, hasn't he?",4281,s1e2,8,FALSE
Damn,1,2,A Damned Man,BP,Damn right.,4289,s1e2,2,FALSE
How,1,2,A Damned Man,SB,How does he process that? Did he ever say?,4291,s1e2,9,FALSE
When,1,2,A Damned Man,BP,"When Blackbeard kills man, woman, or child he just gets on with it. It's like breathing for him.",4300,s1e2,18,TRUE
Wait,1,2,A Damned Man,SB,"Wait, he kills children?",4318,s1e2,4,FALSE
Well,1,2,A Damned Man,BP,"Well, it has to be a really bad kid. He's not a bloody monster.",4322,s1e2,14,TRUE
Oh,1,2,A Damned Man,OL,"Oh, leave it. You know you're the only one that believes he's worked for Blackbeard?",4336,s1e2,15,FALSE
No,1,2,A Damned Man,SB,"No, really?",4351,s1e2,2,FALSE
